course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,Clean_title
575880,The Complete Wordpress Course - Build Your Own Website Today,https://www.udemy.com/wordpresscourse/,True,195,9421,73,36,All Levels,3.5 hours,2015-08-25T00:03:06Z,Web Development,Complete Wordpress Course  Build Website Today
669270,JQuery Essentials core training for Dynamic Interactive web,https://www.udemy.com/jquery-essentials-core-training-for-dynamic-interactive-web/,True,100,9668,38,52,All Levels,4 hours,2015-11-20T17:22:00Z,Web Development,JQuery Essentials core training Dynamic Interactive web
1103954,Node.js: The Essentials + API Frameworks Express KOA Sails,https://www.udemy.com/nodejs-up-and-running/,True,20,2760,52,34,Beginner Level,1 hour,2017-02-16T21:59:01Z,Web Development,Nodejs Essentials  API Frameworks Express KOA Sails
1017568,The Complete PHP Bootcamp Course With Video Sharing Project,https://www.udemy.com/php-bootcamp/,True,195,9831,56,74,Beginner Level,14.5 hours,2017-03-21T23:50:38Z,Web Development,Complete PHP Bootcamp Course Video Sharing Project
1111844,Build a Single Page Application with jQuery & AJAX,https://www.udemy.com/jquery-ajax/,True,60,486,59,27,Intermediate Level,2 hours,2017-02-18T01:13:09Z,Web Development,Build Single Page Application jQuery  AJAX
736940,Practical CSS Website Development: Crash Course ,https://www.udemy.com/css-website-development-crash-course/,True,95,11170,35,19,All Levels,2.5 hours,2016-02-02T21:05:27Z,Web Development,Practical CSS Website Development Crash Course
647442,Successful website creation - everything you need to know,https://www.udemy.com/total-guide-to-creating-websites-and-an-online-web-business/,True,150,9384,21,16,All Levels,1.5 hours,2015-10-22T22:54:30Z,Web Development,Successful website creation  need know
1073793,Start Writing JavaScript Today - Beginner JavaScript Course,https://www.udemy.com/start-writing-javascript-today/,True,100,9067,41,27,Beginner Level,3 hours,2017-03-08T22:34:43Z,Web Development,Start Writing JavaScript Today  Beginner JavaScript Course
176432,HTML5 Essentials for Beginners,https://www.udemy.com/html5-essentials-for-beginners/,True,20,10247,200,15,Intermediate Level,1.5 hours,2014-03-14T21:46:36Z,Web Development,HTML5 Essentials Beginners
158934,Code a personal splash page in 1 hour,https://www.udemy.com/intro-to-html-and-css/,True,20,10610,83,10,Beginner Level,1 hour,2014-02-12T21:27:40Z,Web Development,Code personal splash page 1 hour
73080,Step-by-step HTML and CSS for Absolute Beginners,https://www.udemy.com/step-by-step-html-and-css-for-absolute-beginners/,True,120,6162,324,43,Beginner Level,4 hours,2013-08-26T19:10:57Z,Web Development,Stepbystep HTML CSS Absolute Beginners
1256136,Angular 4 Development Decoded,https://www.udemy.com/marutiangular4/,True,20,1802,13,8,Intermediate Level,1 hour,2017-06-21T16:37:46Z,Web Development,Angular 4 Development Decoded
1124970,Javascript ES6! A Complete Reference Guide to Javascript ES6,https://www.udemy.com/javascript-es6-a-complete-reference-guide-to-javascript-es6/,True,175,4783,41,48,Intermediate Level,7 hours,2017-04-20T16:22:34Z,Web Development,Javascript ES6 Complete Reference Guide Javascript ES6
771198,Reactive JS:  Are you ready for the next big paradigm shift?,https://www.udemy.com/reactive-js-getting-ready-for-the-next-big-paradigm-shift/,True,60,2097,401,28,Intermediate Level,5.5 hours,2016-02-23T16:50:16Z,Web Development,Reactive JS ready big paradigm shift
391546,Learn Python and Django: Payment Processing,https://www.udemy.com/learn-django-code-accept-payments-with-stripe/,True,70,17714,198,23,All Levels,3.5 hours,2015-02-09T15:37:56Z,Web Development,Learn Python Django Payment Processing
629088,Code your first Website using HTML & CSS: Project Learning,https://www.udemy.com/code-your-first-website-using-html-css-project-learning/,True,20,9554,368,16,Beginner Level,1.5 hours,2015-10-28T18:16:52Z,Web Development,Code Website HTML  CSS Project Learning
1006894,"React.js: Building Production Ready Apps, Start to Finish",https://www.udemy.com/reactjs-building-production-ready-apps-start-to-finish/,True,50,1129,137,77,All Levels,17.5 hours,2016-11-10T23:48:22Z,Web Development,Reactjs Building Production Ready Apps Start Finish
579338,Learn Object Oriented Programming PHP fundamentals bootcamp,https://www.udemy.com/learn-object-oriented-programming-php-fundamentals-bootcamp/,True,100,22213,142,16,All Levels,1 hour,2015-08-11T18:52:58Z,Web Development,Learn Object Oriented Programming PHP fundamentals bootcamp
945320,Javascript Intermediate level 2 - Mastering Functions,https://www.udemy.com/javascript-intermediate-mastering-functions/,True,100,2412,116,28,All Levels,2.5 hours,2016-08-30T18:20:56Z,Web Development,Javascript Intermediate level 2  Mastering Functions
64605,1 Hour CSS,https://www.udemy.com/1-hour-css/,True,100,18324,333,16,Beginner Level,1 hour,2013-07-09T20:27:14Z,Web Development,1 Hour CSS
897146,"Become a Full Stack Developer with Spring, AWS and Stripe",https://www.udemy.com/become-a-full-stack-developer-with-spring-aws-and-stripe/,True,75,1696,193,60,Intermediate Level,10 hours,2016-07-08T15:47:58Z,Web Development,Stack Developer Spring AWS Stripe
989452,Complete JQuery And JQuery UI Course For Beginner,https://www.udemy.com/complete-jquery-and-jquery-ui-course-for-beginner/,True,80,7169,277,20,Intermediate Level,1 hour,2016-10-27T21:56:49Z,Web Development,Complete JQuery JQuery UI Course Beginner
917724,Learn JavaScript for Web Development,https://www.udemy.com/javascript-learn-javascript-essentials-and-build-project/,True,75,12893,220,95,Intermediate Level,8.5 hours,2016-10-12T16:41:11Z,Web Development,Learn JavaScript Web Development
970874,"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.",https://www.udemy.com/complete-ajax-using-bootstrap-php-from-basic-to-advanced/,True,195,4708,111,18,All Levels,2.5 hours,2016-10-06T04:49:57Z,Web Development,Complete AJAX Bootstrap PHP Basic Advanced
911474,Complete Wordpress Theme Development Course,https://www.udemy.com/complete-wordpress-theme-development-course/,True,150,1050,223,64,All Levels,6.5 hours,2016-07-23T20:07:17Z,Web Development,Complete Wordpress Theme Development Course
425910,How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,https://www.udemy.com/how-to-make-your-wordpress-site-blazing-fast/,True,125,7852,46,31,All Levels,3.5 hours,2015-03-02T19:03:21Z,Web Development,Optimise WordPress Websites Speed  Security Improve SEO  User Experience
842058,Build A Web App With Spring Framework and Angular 2,https://www.udemy.com/build-a-web-app-with-spring-boot-and-angular-2/,True,145,1683,340,48,All Levels,8 hours,2016-05-08T18:47:05Z,Web Development,Build Web App Spring Framework Angular 2
1250824,Projects in Laravel: Learn Laravel Building 10 Projects,https://www.udemy.com/projects-in-laravel-learn-laravel-building-10-projects/,True,50,119,6,70,Intermediate Level,10.5 hours,2017-06-15T20:29:49Z,Web Development,Projects Laravel Learn Laravel Building 10 Projects
937134,Javascript Intermediate level 3 - JSON,https://www.udemy.com/javascript-intermediate-json-course/,True,100,1735,76,25,All Levels,2.5 hours,2016-08-30T17:48:52Z,Web Development,Javascript Intermediate level 3  JSON
796010,Develop Your First App in an Hour,https://www.udemy.com/develop-your-first-app-in-an-hour/,True,20,3699,201,11,Beginner Level,1 hour,2016-05-17T17:22:35Z,Web Development,Develop App Hour
752658,PHP: Ultimate guide to PHP for everyone,https://www.udemy.com/basic-php/,True,115,10103,75,20,Beginner Level,1.5 hours,2016-05-29T17:49:28Z,Web Development,PHP Ultimate guide PHP
560990,JavaScript DOM Dynamic Web interactive content Boot Camp,https://www.udemy.com/javascript-dom-dynamic-web-interactive-content-boot-camp/,True,75,7380,43,59,All Levels,2.5 hours,2015-07-30T16:52:34Z,Web Development,JavaScript DOM Dynamic Web interactive content Boot Camp
1260288,"Master JavaScript Programming, 3 Projects Included !!",https://www.udemy.com/master-javascript-programming-extended-course/,True,20,3903,53,107,All Levels,10.5 hours,2017-06-27T23:16:24Z,Web Development,Master JavaScript Programming 3 Projects Included 
918870,HTML CSS Learn to create a website from scratch,https://www.udemy.com/html-css-learn-to-create-a-website-from-scratch/,True,50,4892,49,32,Beginner Level,2 hours,2016-08-04T21:40:35Z,Web Development,HTML CSS Learn create website scratch
1027016,Complete Codeigniter: From Beginner to Advanced,https://www.udemy.com/complete-codeigniter-course-from-basic-to-advanced/,True,200,2786,31,20,All Levels,3 hours,2017-01-24T22:09:52Z,Web Development,Complete Codeigniter Beginner Advanced
283014,HTML 5: How I made websites in HTML5,https://www.udemy.com/html5-certification/,True,135,15064,237,15,All Levels,1.5 hours,2014-10-23T19:43:16Z,Web Development,HTML 5 websites HTML5
787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",https://www.udemy.com/build-responsive-website-using-html5-css3-js-and-bootstrap/,True,95,22623,783,73,All Levels,8 hours,2016-06-20T18:48:26Z,Web Development,Build Responsive Website HTML5 CSS3 JS Bootstrap
1134390,Complete React JS web developer with ES6 - Build 10 projects,https://www.udemy.com/complete-react-js-course/,True,200,952,121,75,Beginner Level,12 hours,2017-03-22T20:09:26Z,Web Development,Complete React JS web developer ES6  Build 10 projects
883000,Complete WordPress Theme Developer Course With Bootstrap,https://www.udemy.com/the-complete-wordpress-theme-developer-course/,True,150,3415,312,160,All Levels,25 hours,2016-07-01T20:06:13Z,Web Development,Complete WordPress Theme Developer Course Bootstrap
938560,The Complete Ethical Hacking Course 2.0: Python & Kali Linux,https://www.udemy.com/penetration-testing-ethical-hacking-course-python-kali-linux/,True,195,7827,268,66,All Levels,11 hours,2016-09-26T15:08:29Z,Web Development,Complete Ethical Hacking Course 20 Python  Kali Linux
991290,Dynamic JavaScript Master Class AJAX JSON Simple APIs,https://www.udemy.com/ajax-course/,True,200,9773,117,65,Intermediate Level,4.5 hours,2016-10-24T15:36:40Z,Web Development,Dynamic JavaScript Master Class AJAX JSON Simple APIs
1165096,Vue JS - Mastering Web Apps,https://www.udemy.com/vue-web-apps/,True,80,13457,215,69,All Levels,4.5 hours,2017-04-06T16:57:56Z,Web Development,Vue JS  Mastering Web Apps
1045942,Angular NgRx Store Masterclass - Covers Angular 4,https://www.udemy.com/angular-ngrx-course/,True,150,1399,212,89,Intermediate Level,8.5 hours,2017-01-19T00:35:43Z,Web Development,Angular NgRx Store Masterclass  Covers Angular 4
860812,JavaScript the Basics - JavaScript for Beginners,https://www.udemy.com/javascript-the-basics-for-beginners/,True,120,4028,674,93,Beginner Level,9 hours,2016-06-09T15:13:54Z,Web Development,JavaScript Basics  JavaScript Beginners
1070976,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",https://www.udemy.com/complete-e-commerce-course-javaspringhibernate-and-mysql/,True,195,1371,165,83,All Levels,20 hours,2017-01-16T23:50:02Z,Web Development,Complete ECommerce Course  JavaSpringHibernate MySQL
939962,"Learn SVG Animation - With HTML, CSS & Javascript",https://www.udemy.com/learn-svg-animation/,True,65,12953,680,22,All Levels,1.5 hours,2016-09-12T18:51:32Z,Web Development,Learn SVG Animation  HTML CSS  Javascript
874960,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",https://www.udemy.com/build-a-responsive-website-with-html5-css3-and-bootstrap-4/,True,20,5125,395,53,All Levels,7 hours,2016-08-09T17:53:33Z,Web Development,Build Responsive Website HTML5 CSS3 Bootstrap 4
28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,True,75,43285,525,24,All Levels,4 hours,2013-01-03T00:55:31Z,Web Development,Learn Web Designing  HTML5CSS3 Essentials 4Hours
24334,CSS Development (with CSS3!),https://www.udemy.com/css-development-with-css3/,True,20,25864,188,32,All Levels,5 hours,2012-10-31T16:39:49Z,Web Development,CSS Development with CSS3
997814,Angular 2 & TypeScript Beginner Web Development,https://www.udemy.com/angular2/,True,200,5211,414,133,Beginner Level,19.5 hours,2016-11-14T00:44:48Z,Web Development,Angular 2  TypeScript Beginner Web Development
641868,The Docker for DevOps course: From development to production,https://www.udemy.com/the-docker-for-devops-course-from-development-to-production/,True,25,8234,1111,110,All Levels,7.5 hours,2015-11-13T17:30:34Z,Web Development,Docker DevOps course development production
1042110,"Beginner Full Stack Web Development: HTML, CSS, React & Node",https://www.udemy.com/ultimate-web/,True,200,2687,331,138,Beginner Level,25.5 hours,2017-03-31T05:35:11Z,Web Development,Beginner Stack Web Development HTML CSS React  Node
883002,Learn Angular 2 Development By Building 12 Apps,https://www.udemy.com/learn-angular-2-development-by-building-10-apps/,True,50,5143,941,80,Intermediate Level,12 hours,2016-07-01T21:20:38Z,Web Development,Learn Angular 2 Development Building 12 Apps
1128050,"Server API Development in Swift, Kitura, & Bluemix",https://www.udemy.com/swift-kitura/,True,200,1827,129,66,Beginner Level,20.5 hours,2017-03-08T23:09:32Z,Web Development,Server API Development Swift Kitura  Bluemix
1218130,React VR - Creating Virtual Reality Apps,https://www.udemy.com/react-vr/,True,80,5026,72,43,All Levels,3 hours,2017-05-17T20:36:49Z,Web Development,React VR  Creating Virtual Reality Apps
1123098,RxJs & Reactive Programming Angular Masterclass - Angular 4,https://www.udemy.com/rxjs-reactive-angular-course/,True,150,1301,179,80,All Levels,7.5 hours,2017-04-11T18:48:57Z,Web Development,RxJs  Reactive Programming Angular Masterclass  Angular 4
47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",https://www.udemy.com/coding-for-entrepreneurs/,True,195,23412,799,251,All Levels,45 hours,2013-04-08T00:46:14Z,Web Development,Coding Entrepreneurs Learn Python Django More
671552,React and Flux Web Development for Beginners,https://www.udemy.com/react-flux/,True,100,8691,836,63,Beginner Level,11 hours,2015-12-15T20:30:28Z,Web Development,React Flux Web Development Beginners
1002676,The Full Stack Web Development,https://www.udemy.com/the-full-stack-web-development/,True,60,3119,453,207,Beginner Level,33 hours,2016-11-24T00:38:03Z,Web Development,Stack Web Development
481002,Learn Nodejs by building 12 projects,https://www.udemy.com/learn-nodejs-by-building-10-projects/,True,50,10150,997,90,All Levels,16 hours,2015-04-22T00:22:43Z,Web Development,Learn Nodejs building 12 projects
628222,How to Make an Online Portfolio Website from Scratch ,https://www.udemy.com/how-to-make-a-portfolio-website-photographers-designers/,False,Free,14026,232,25,All Levels,1 hour,2015-10-02T22:59:15Z,Web Development,Online Portfolio Website Scratch
1122224,How To Make A Web Page With No Code,https://www.udemy.com/how-to-make-a-web-page-with-no-code/,False,Free,2214,20,23,Beginner Level,2 hours,2017-03-23T00:06:48Z,Web Development,Web Page Code
357726,Spring Framework 4 And Dependency Injection For Beginners,https://www.udemy.com/spring-framework-video-tutorial/,False,Free,21147,1220,16,Beginner Level,1.5 hours,2015-01-16T07:45:28Z,Web Development,Spring Framework 4 Dependency Injection Beginners
162274,Joomla 3 - The Basics,https://www.udemy.com/joomla-3-the-basics/,False,Free,19909,411,17,Beginner Level,3 hours,2014-02-12T01:54:02Z,Web Development,Joomla 3  Basics
555122,jQuery in Action: Build 8 jQuery Projects,https://www.udemy.com/jquery-web-development-made-easy/,True,100,1385,89,97,All Levels,11 hours,2015-09-12T07:14:48Z,Web Development,jQuery Action Build 8 jQuery Projects
708674,Master WordPress Plugins: Shortcodes Ultimate - The Basics,https://www.udemy.com/master-popular-wordpress-plugin-shortcodes-ultimate/,False,Free,10780,110,19,All Levels,1 hour,2016-01-14T18:03:09Z,Web Development,Master WordPress Plugins Shortcodes Ultimate  Basics
1127048,ASP.NET C# - Enterprise Web Systems From Novice to Expert,https://www.udemy.com/aspnet-c-enterprise-web-systems-from-novice-to-expert/,True,20,604,8,43,All Levels,3.5 hours,2017-04-11T05:56:16Z,Web Development,ASPNET C  Enterprise Web Systems Novice Expert
651032,Wordpress - Create an Outstanding Website in 2 hours,https://www.udemy.com/wordpress-business-website/,True,30,1772,13,48,Beginner Level,2.5 hours,2015-10-28T22:45:22Z,Web Development,Wordpress  Create Outstanding Website 2 hours
98066,Complete Website & CMS in PHP & MySQL From Scratch!,https://www.udemy.com/cms-admin-panel-in-php-mysql/,True,20,3357,82,48,All Levels,12.5 hours,2014-04-18T09:51:00Z,Web Development,Complete Website  CMS PHP  MySQL Scratch
910838,The Complete Web Development Tutorial Using React and Redux,https://www.udemy.com/the-complete-web-development-tutorial-using-react-and-redux/,True,40,796,43,29,Intermediate Level,4 hours,2016-07-25T17:16:45Z,Web Development,Complete Web Development Tutorial React Redux
125162,Create and Deploy a Web App in 3 Hours,https://www.udemy.com/create-and-deploy-a-web-app-in-3-hours/,True,50,4123,23,34,Beginner Level,3.5 hours,2013-12-04T22:49:28Z,Web Development,Create Deploy Web App 3 Hours
50587,HTML & CSS From Scratch in 30 Days,https://www.udemy.com/html5-css3-responsive/,True,75,2697,64,82,Beginner Level,11.5 hours,2013-04-22T18:19:38Z,Web Development,HTML  CSS Scratch 30 Days
1004788,Getting Started with Craft CMS,https://www.udemy.com/craft-cms/,True,20,997,31,20,All Levels,2 hours,2016-11-07T22:03:01Z,Web Development,Getting Started Craft CMS
959200,JavaScript For Absolute Beginners - Level One,https://www.udemy.com/javascript-for-absolute-beginners-level-one/,True,65,713,80,8,All Levels,1.5 hours,2016-09-19T21:06:29Z,Web Development,JavaScript Absolute Beginners  Level
810550,Effective Personal Website Building and Hosting,https://www.udemy.com/effective-personal-website-building-and-hosting/,True,20,4259,0,11,All Levels,1 hour,2016-04-11T22:36:52Z,Web Development,Effective Personal Website Building Hosting
473160,Web Design for Web Developers: Build Beautiful Websites!,https://www.udemy.com/web-design-secrets/,False,Free,98867,6512,20,All Levels,3 hours,2015-04-13T18:29:47Z,Web Development,Web Design Web Developers Build Beautiful Websites
904076,"Learn Rails: Quickly Code, Style and Launch 4 Web Apps",https://www.udemy.com/learn-rails/,True,200,1849,21,83,All Levels,3 hours,2016-08-23T20:46:39Z,Web Development,Learn Rails Quickly Code Style Launch 4 Web Apps
842728,Getting Started with NodeJS for Beginners,https://www.udemy.com/getting-started-with-nodejs-for-beginners/,True,195,1645,75,12,All Levels,1 hour,2016-05-23T21:14:50Z,Web Development,Getting Started NodeJS Beginners
314462,Quickstart AngularJS,https://www.udemy.com/quickstart-angularjs/,False,Free,64128,4047,17,Beginner Level,1.5 hours,2014-11-22T12:42:22Z,Web Development,Quickstart AngularJS
783748,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,https://www.udemy.com/css-with-html/,True,20,2160,16,28,All Levels,4 hours,2016-03-10T17:20:41Z,Web Development,ByteSizedChunks Cascading Style Sheets CSS HTML
161986,Learn Building Your Own Website Without Coding,https://www.udemy.com/learn-building-your-own-website-without-coding/,True,50,7660,7,19,All Levels,2 hours,2014-03-21T01:53:04Z,Web Development,Learn Building Website Coding
823236,Practical Guide to Web Development,https://www.udemy.com/designers-guide-to-web-development/,True,20,2025,16,38,Beginner Level,2 hours,2016-05-02T20:56:01Z,Web Development,Practical Guide Web Development
936504,The Complete HTML5 and CSS3 Course,https://www.udemy.com/the-complete-html5-and-css3-course/,True,40,1548,30,126,All Levels,15 hours,2016-08-23T16:44:47Z,Web Development,Complete HTML5 CSS3 Course
380092,HTML & CSS for beginners: Build 3 projects from scratch,https://www.udemy.com/learn-html-css-by-building-3-real-projects/,True,40,2472,139,31,Beginner Level,4 hours,2015-01-22T06:47:09Z,Web Development,HTML  CSS beginners Build 3 projects scratch
884946,Code a 'Coming Soon' Landing Page in Bootstrap 4,https://www.udemy.com/code-a-coming-soon-landing-page-in-bootstrap-4/,False,Free,13535,473,18,All Levels,1.5 hours,2016-08-17T05:08:23Z,Web Development,Code Coming Soon Landing Page Bootstrap 4
98140,Introduction to Bootstrap 3,https://www.udemy.com/introduction-to-bootstrap-3/,True,20,5795,79,29,Beginner Level,2.5 hours,2013-09-27T03:11:22Z,Web Development,Introduction Bootstrap 3
637974,Master ExpressJS to Build Web Apps with NodeJS&JavaScript,https://www.udemy.com/expressjs/,True,50,2643,56,24,All Levels,3.5 hours,2016-01-07T02:04:55Z,Web Development,Master ExpressJS Build Web Apps NodeJSJavaScript
